REGION_ID,REGION_NAME,CITY_ID,CITY_NAME,CLUSTER_ID,CLUSTER_NAME,RECORD_DATE,FACILITY_SERIAL,FACILITY_NAME_EN,FACILITY_NAME_AR,FACILITY_NAME_ABBR,SOURCE_SECTION_NO,SECTION_CODE,SOURCE_SECTION_NAME_EN,SOURCE_SECTION_NAME_AR,MAPPED_SECTION_NO,MAPPED_SECTION_NAME_CODE,MAPPED_SECTION_NAME_EN,MAPPED_SECTION_NAME_AR,MAPPED_SECTION_GENDER_CODE,MAPPED_SECTION_GENDER_EN,MAPPED_SECTION_GENDER_AR,MAPPED_SECTION_CATEGORY_CODE,MAPPED_SECTION_CATEGORY_EN,MAPPED_SECTION_CATEGORY_AR,MAPPED_SECTION_CARE_TYPE_CODE,MAPPED_SECTION_CARE_TYPE_EN,MAPPED_SECTION_CARE_TYPE_AR,MAPPED_SECTION_AGE_CODE,MAPPED_SECTION_AGE_EN,MAPPED_SECTION_AGE_AR,ROOM_NO,ROOM_CODE,SOURCE_ISOLATION_TYPE_CODE,SOURCE_ISOLATION_TYPE_EN,SOURCE_ISOLATION_TYPE_AR,MAPPED_ISOLATION_TYPE_CODE,MAPPED_ISOLATION_TYPE_EN,MAPPED_ISOLATION_TYPE_AR,BED_NO,BED_CODE,SOURCE_BED_STATUS,SOURCE_BED_STATUS_EN,SOURCE_BED_STATUS_AR,MAPPED_BED_STATUS,MAPPED_BED_STATUS_EN,MAPPED_BED_STATUS_AR,SECTOR_ID,SECTOR_NAME
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,100,2100,OB/GYN A,قسم النساء والولادة A,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,2104,2104,,,,,,,2,B,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,4220,4220,Pedia Vip,اطفال درجة اولى,36,75,Pediatric,Pediatric,30,All,All,31,Medical,Medical,37,Normal,Normal,33,Pediatric,Pediatric,2,4202,,,,,,,1,A,6,Out of Orders,خارج الخدمه,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,4220,4220,Pedia Vip,اطفال درجة اولى,36,75,Pediatric,Pediatric,30,All,All,31,Medical,Medical,37,Normal,Normal,33,Pediatric,Pediatric,12,4212,,,,,,,1,A,6,Out of Orders,خارج الخدمه,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,113,2200,Pedia Medical - C,قسم الاطفال - C,36,75,Pediatric,Pediatric,30,All,All,31,Medical,Medical,37,Normal,Normal,33,Pediatric,Pediatric,2222,2222,10017486,Negative,Negative,50,Negative,Negative,1,A,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,101,2300,Pedia Medical - A,قسم اطفال - A,36,75,Pediatric,Pediatric,30,All,All,31,Medical,Medical,37,Normal,Normal,33,Pediatric,Pediatric,2308,2308,,,,,,,2,B,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,4,3400,Pediatric Surgery,جراحة أطفال,37,75,Pediatric,Pediatric,30,All,All,32,Surgical,Surgical,37,Normal,Normal,33,Pediatric,Pediatric,5,3405,,,,,,,1,A,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,106,3100,OB/GYN C,قسم النساء والولادة C,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,3135,3122,,,,,,,1,A,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,100,2100,OB/GYN A,قسم النساء والولادة A,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,2111,2111,,,,,,,1,A,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,95,1600,NICU Intermediate 2,العناية المتوسطة لحديثي الولادة - الثانية,39,74,NICU,NICU,30,All,All,31,Medical,Medical,80,Pediatric Intensive Care,Pediatric Intensive Care,33,Pediatric,Pediatric,1700,1600,,,,,,,20,1616,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,4100,4100,Gyne Vip,نسائية درجة اولى,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,17,4117,,,,,,,1,A,6,Out of Orders,خارج الخدمه,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,108,3200,OB/GYN B,قسم النساء والولادة B,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,3218,3218,,,,,,,2,B,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,158,2400,Pedia Imc,عناية متوسطة اطفال,43,82,Pedia IMC,Pedia IMC,30,All,All,31,Medical,Medical,37,Normal,Normal,33,Pediatric,Pediatric,3,2417,,,,,,,1,A,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,101,2300,Pedia Medical - A,قسم اطفال - A,36,75,Pediatric,Pediatric,30,All,All,31,Medical,Medical,37,Normal,Normal,33,Pediatric,Pediatric,2329,2424,,,,,,,2,B,6,Out of Orders,خارج الخدمه,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,106,3100,OB/GYN C,قسم النساء والولادة C,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,3111,3111,,,,,,,1,A,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,106,3100,OB/GYN C,قسم النساء والولادة C,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,3105,3105,,,,,,,1,A,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,106,3100,OB/GYN C,قسم النساء والولادة C,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,3127,3127,,,,,,,2,B,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,4100,4100,Gyne Vip,نسائية درجة اولى,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,22,4122,,,,,,,1,A,6,Out of Orders,خارج الخدمه,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,100,2100,OB/GYN A,قسم النساء والولادة A,38,76,OB/GYN,OB/GYN,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,2117,2120,,,,,,,1,A,6,Out of Orders,خارج الخدمه,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,92,1200,NICU 1,العناية المركزة لحديثي الولادة - الأولى,39,74,NICU,NICU,30,All,All,31,Medical,Medical,80,Pediatric Intensive Care,Pediatric Intensive Care,33,Pediatric,Pediatric,1232,1232,,,,,,,1,1,6,Out of Orders,خارج الخدمه,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 09:45:01,2,Maternity & Children,Maternity & Children,MCH,92,1200,NICU 1,العناية المركزة لحديثي الولادة - الأولى,39,74,NICU,NICU,30,All,All,31,Medical,Medical,80,Pediatric Intensive Care,Pediatric Intensive Care,33,Pediatric,Pediatric,1240,1240,,,,,,,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,893,MMW 425 (General Bed),,,,,,,821,MMW 425-A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,250,FMW 519 (General Bed),,,,,,,643,FMW 519-B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,285,MSW 612 - URO (General Bed),,,,,,,678,MSW 612- B,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,1214,1214,ORTHOPEDIC WARD,ORTHOPEDIC WARD,49,91,ORTHOPEDIC,ORTHOPEDIC,30,All,All,31,Medical,Medical,37,Normal,Normal,35,All,All,1258,316 (General Bed),,,,,,,1271,316-B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,220,MMW 409 (General Bed),,,,,,,960,MMW 409-B,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,1016,FMW  507 (General Bed),,,,,,,793,FMW 507 - B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,93,93,INTENSIVE CARE UNIT,INTENSIVE CARE UNIT,22,66,ICU,ICU,30,All,All,31,Medical,Medical,36,Intensive Care,Intensive Care,35,All,All,848,ICU-17 (Intensive Care Bed),,,,,,,569,ICU-17,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,265,MSW 619 - ORTHO (General Bed),,,,,,,658,MSW 619 -B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,1358,1358,PALLIATIVE CARE WARD,PALLIATIVE CARE WARD,50,59,Palliative,Palliative,30,All,All,31,Medical,Medical,37,Normal,Normal,35,All,All,1301,701 (General Bed),,,,,,,1315,701-A,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,1214,1214,ORTHOPEDIC WARD,ORTHOPEDIC WARD,49,91,ORTHOPEDIC,ORTHOPEDIC,30,All,All,31,Medical,Medical,37,Normal,Normal,35,All,All,1227,313 (General Bed),,,,,,,1254,313-A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,121,FMW 506 (General Bed),,,,,,,513,FMW 506 - A,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,93,93,INTENSIVE CARE UNIT,INTENSIVE CARE UNIT,22,66,ICU,ICU,30,All,All,31,Medical,Medical,36,Intensive Care,Intensive Care,35,All,All,852,ICU-21 (Intensive Care Bed),,,,,,,575,ICU-21,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,868,MSW 610 - GS (General Bed),,,,,,,673,MSW 610 - B,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,940,MSW 625 (General Bed),,,,,,,679,MSW 625-B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,862,MSW 617 - ENT/URO (General Bed),,,,,,,647,MSW 617 - A,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,1214,1214,ORTHOPEDIC WARD,ORTHOPEDIC WARD,49,91,ORTHOPEDIC,ORTHOPEDIC,30,All,All,31,Medical,Medical,37,Normal,Normal,35,All,All,1226,312 (General Bed),,,,,,,1252,312-A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,276,MSW 603 - GS (General Bed),,,,,,,669,MSW 603 - B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,892,MMW 424 (General Bed),,,,,,,816,MMW 424-A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,886,MMW 418 (General Bed),,,,,,,827,MMW 418-B,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,224,MMW 411 (General Bed),,,,,,,616,MMW 411-A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,265,MSW 619 - ORTHO (General Bed),,,,,,,657,MSW 619 -A,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,884,MMW 416  (General Bed),,,,,,,604,MMW 416-A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,115,FMW 504 (General Bed),,,,,,,508,FMW 504 - B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,93,93,INTENSIVE CARE UNIT,INTENSIVE CARE UNIT,22,66,ICU,ICU,30,All,All,31,Medical,Medical,36,Intensive Care,Intensive Care,35,All,All,176,ICU-5 (Intensive Care Bed),,,,,,,568,ICU-5,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,1014,FMW 526 (General Bed),,,,,,,525,FMW 526-B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,93,93,INTENSIVE CARE UNIT,INTENSIVE CARE UNIT,22,66,ICU,ICU,30,All,All,31,Medical,Medical,36,Intensive Care,Intensive Care,35,All,All,854,ICU-23 (Intensive Care Bed),,,,,,,858,ICU-23,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,943,FMW 523 (General Bed),,,,,,,626,FMW 523-A,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,689,MMW 401 (General Bed),,,,,,,691,MMW 401-A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,692,MMW 402 (General Bed),,,,,,,694,MMW 402-B,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,256,MSW 601 - GS (General Bed),,,,,,,649,MSW 601 - B,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,862,MSW 617 - ENT/URO (General Bed),,,,,,,1010,MSW 617 - B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,867,MSW 609 - GS (General Bed),,,,,,,903,MSW 609 - A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,232,FMW 511 (General Bed),,,,,,,520,FMW 511 - B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,288,MSW 606 - GS (General Bed),,,,,,,681,MSW 606 - B,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,95,95,MALE MEDICAL WARD,MALE MEDICAL WARD,17,63,Surgical,Surgical,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,818,MMW 403 (General Bed),,,,,,,819,MMW 403-A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,121,FMW 506 (General Bed),,,,,,,792,FMW 506 - B,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,93,93,INTENSIVE CARE UNIT,INTENSIVE CARE UNIT,22,66,ICU,ICU,30,All,All,31,Medical,Medical,36,Intensive Care,Intensive Care,35,All,All,168,ICU-2 (Intensive Care Bed),,,,,,,560,ICU-2,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,1214,1214,ORTHOPEDIC WARD,ORTHOPEDIC WARD,49,91,ORTHOPEDIC,ORTHOPEDIC,30,All,All,31,Medical,Medical,37,Normal,Normal,35,All,All,1222,308 (General Bed),,,,,,,1244,308 NEG,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,97,97,SURGICAL WARD,SURGICAL WARD,47,63,Surgical,Surgical,30,All,All,32,Surgical,Surgical,37,Normal,Normal,35,All,All,282,MSW 605 - GS (General Bed),,,,,,,674,MSW 605 - A,1,OCCUPIED (MALE),OCCUPIED (MALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,112,FMW 503 (General Bed),,,,,,,504,FMW 503 - A,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 07:57:22,3,King Faisal Hospital,King Faisal Hospital,KFH,90,90,FEMALE MEDICAL WARD,FEMALE MEDICAL WARD,2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,250,FMW 519 (General Bed),,,,,,,642,FMW 519-A,2,OCCUPIED (FEMALE),OCCUPIED (FEMALE),45,Occupied,Occupied,2,Western Sector
